track_id,playlist_id,date_added,track_order
64b7f1c3-d894-45cd-aecc-7deff16fc16a,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,1
9f7b5b63-02f3-4adf-873d-769cef41525a,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,2
21285f5e-d866-466d-bdf6-b32b4caff9b1,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,3
5cca2361-3bcb-4499-b8a6-d9a0fed1d873,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,4
96fd0475-52a4-4433-b980-8fb4021389cb,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,5
ec17acb8-eee8-4f0e-b10d-ff1e43edd7a1,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,6
605e2f5a-747a-4dab-839b-3e322e263ffc,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,7
fea469d9-4fb3-4693-8312-36247c374b80,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,8
d69db5d2-5cdd-4e05-9932-81bb45731507,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,9
0194f15e-686d-4e14-92af-951db2126b46,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,10
2d0c9f2b-6869-4084-be9f-1c250769386d,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,11
b5ad3a60-3d02-4dd0-bbf2-5907dfc6fd61,98647528-8ed2-4b85-802c-367f04e31ff4,2024-10-01T03:24:15+03:00,12
8c97f3c1-b56c-4e8b-99da-0005feb2ac17,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,1
839eb79d-2506-4bd1-9c80-33ed730d1f98,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,2
56cafd99-482c-4c28-91af-7d4451515fd9,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,3
bcca9bde-cd90-4840-8606-29ec2a41db00,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,4
38e953d9-cdcc-4363-a6bc-cb98a4addab7,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,5
b295a626-40ab-4b7a-aa2e-d78fc80d101d,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,6
a243bed3-72dd-4a11-b995-d17a7aae2373,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,7
fcfd37b0-be0c-440e-9c62-06055a9b127d,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,8
27dfb969-2706-4013-8c09-0664229d46eb,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,1
905db24f-96f5-4b01-aa40-1bef3ff1491c,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,2
1ceabe3a-c0d6-4669-b8e7-9a9c3015f9c1,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,3
0a03762c-ad51-41ef-b47a-271109a87d2d,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,4
670bbb9d-62ba-4bfe-a275-a1427db598f6,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,5
0453b7db-738d-4e8f-9fb0-319ceaf6853b,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,6
f7d295fb-b3eb-4096-9a4d-402b58bca8da,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,7
a90b2de5-3ae8-4afb-ba2b-4086febb3e7f,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,8
c2295407-482e-44c1-9a78-2cd17ae354ae,b0d2c00d-4c3a-4cc1-89c9-aeb6ff37dbbc,2024-10-01T03:24:15+03:00,9
f5584ef4-12d4-41a0-96ac-48a818571e25,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,9
01655f34-7147-44f9-957f-10beb1ba7849,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,10
72d68ccb-d670-482f-9931-9f259932114d,e1bd91d0-3bef-4e49-b331-f1d9670c4fb1,2024-10-01T03:24:15+03:00,11
66723245-58e9-4266-85aa-314e426a76ae,457157c3-67b2-4d5a-9e24-5cfc7391a0ae,2024-10-01T03:24:15+03:00,1
5a3866a8-4a38-433e-9242-e278be782c78,457157c3-67b2-4d5a-9e24-5cfc7391a0ae,2024-10-01T03:24:15+03:00,2
27edc777-3223-4812-a953-2e6c7af56e28,457157c3-67b2-4d5a-9e24-5cfc7391a0ae,2024-10-01T03:24:15+03:00,3
70b6d26a-25ca-4d52-90d7-59f95f112c61,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,1
1245fb2c-2899-45dc-b0d3-bc3931700b50,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,2
93891279-a15b-4649-8402-7f8387a82dae,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,3
5dedc614-57e0-46f5-a551-29d05197c069,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,4
f4227841-391a-4595-afba-84e6da6d49b2,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,5
ca681b61-6f0d-44c9-8788-2685f17b163f,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,6
38de1204-24d3-4dd5-a4e2-9dfe93b6e28b,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,7
6986fb0b-4eaf-4d77-8c30-d7b73c2f1240,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,8
ff503bd4-1650-47ac-8eed-ea4dcbd0b098,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,9
cc4bb7f5-1c97-4909-a9cf-c7a9a8174641,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,10
836e067c-60c7-46f7-b870-7a03a3378899,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,11
13a1c574-0f1e-4633-b866-5f1174180374,326ebdee-eba5-4543-b9e1-09cec80864d9,2024-10-01T03:24:15+03:00,12
082ebe67-d6c2-41d4-8bc2-6b8e2f6b4408,2e94e6f0-429a-4901-a03f-50f06a8d708b,2024-10-01T03:24:15+03:00,1
0ab1f272-aab4-44c0-b008-db872a1eaa86,2e94e6f0-429a-4901-a03f-50f06a8d708b,2024-10-01T03:24:15+03:00,2
cf5d5bf3-3df5-4bac-bac3-fc3c4e613dc4,2e94e6f0-429a-4901-a03f-50f06a8d708b,2024-10-01T03:24:15+03:00,3
